y;x1;x2;x3
4,401717;6,07888;1,850082;3,422803
4,403622;6,070581;1,884138;3,549976
4,405526;6,065523;1,918263;3,679733
4,407425;6,082792;1,930688;3,727555
4,409323;6,415594;1,942843;3,774637
4,313341;4,506252;1,872356;3,505717
4,316813;4,753409;1,882451;3,543623
4,320279;4,928398;1,891955;3,579492
4,323734;4,945762;1,902812;3,620693
4,327181;6,329944;1,912477;3,65757
4,335744;4,248335;1,814698;3,293128
4,338593;4,320169;1,823762;3,326107
4,34143;4,360399;1,832836;3,359287
4,344256;4,387244;1,846909;3,411072
4,347073;4,340267;1,860704;3,462219
4,041155;4,610953;1,311805;1,720833
4,038338;4,671389;1,323496;1,751641
4,035516;4,651958;1,335191;1,782734
4,032685;4,73547;1,356884;1,841133
4,029847;4,610953;1,378318;1,899759
4,383202;5,226521;2,084592;4,345524
4,381872;5,389629;2,093787;4,383944
4,382445;5,356949;2,102727;4,421461
4,386322;5,39979;2,111415;4,458073
4,394987;5,45939;2,119857;4,493796
4,511903;7,385256;2,157167;4,653371
4,51451;7,381016;2,181703;4,759826
4,517114;7,435509;2,206237;4,867482
4,519714;7,466182;2,230772;4,976345
4,521769;7,599622;2,255308;5,086414
4,343539;5,10302;2,171315;4,714609
4,341783;5,334948;2,178003;4,743698
4,341764;5,468347;2,184489;4,771994
4,345089;5,598703;2,192175;4,805632
4,354503;5,506932;2,190185;4,796912
4,303445;5,016114;0,764588;0,584595
4,309284;5,097033;0,792726;0,628414
4,315111;5,030065;0,812329;0,659879
4,320928;5,127446;0,825394;0,681275
4,326732;5,070927;0,836507;0,699744
4,339688;4,805364;2,05219;4,211483
4,335785;4,877835;2,06227;4,252957
4,332398;4,849762;2,072077;4,293503
4,330346;4,938201;2,081618;4,333133
4,332553;4,893262;2,090896;4,371845
4,174469;5,091447;1,46413;2,143677
4,18627;5,235047;1,494377;2,233163
4,197779;5,424505;1,524161;2,323067
4,208997;5,498299;1,63927;2,687208
4,219922;5,509044;1,732386;3,001162
4,386581;6,079043;1,974035;3,896815
4,389275;6,104123;1,996854;3,987428
4,391961;5,989127;2,019718;4,079261
4,394638;5,9509;2,0297;4,119681
4,397306;6,03762;2,039447;4,159345
3,952712;2,924988;-0,063206;0,003995
3,958477;3,226419;-0,04334;0,001878
3,964209;3,232353;-0,02337;0,000546
3,969913;3,269991;0,006628;4,40E-05
3,975582;3,517459;0,036515;0,001333
4,46552;6,564801;1,671148;2,792736
4,468515;6,574691;1,695805;2,875753
4,470594;6,575673;1,72192;2,965008
4,472668;6,621226;1,751547;3,067916
4,474739;6,629139;1,778681;3,163706
3,927262;3,621673;0,991176;0,982429
3,941487;4,078476;1,016386;1,03304
3,955257;4,149558;1,041379;1,084469
3,968575;4,13473;1,066151;1,136678
3,981443;4,373429;1,090704;1,189636
3,902429;3,484693;-0,024536;0,000602
3,908049;3,726601;-0,004776;2,30E-05
3,913638;3,742882;0,015056;0,000227
3,919195;3,821724;0,04526;0,002048
3,92472;3,904962;0,075358;0,005679
4,017105;4,202831;0,945916;0,894756
4,024703;4,220143;0,972138;0,945052
4,032235;4,162777;0,995642;0,991302
4,039702;4,310314;1,012012;1,024168
4,047104;4,291626;1,027252;1,055247
4,321694;5,575487;1,766454;3,120358
4,324546;5,600904;1,78227;3,176485
4,32738;5,611415;1,798116;3,233221
4,330196;5,807863;1,812625;3,28561
4,332997;5,662474;1,826866;3,337439
3,977249;3,806367;1,048844;1,100074
3,973733;3,847674;1,062557;1,129027
3,970205;3,668371;1,076309;1,15844
3,966666;3,801989;1,100221;1,210486
3,963117;3,898271;1,123903;1,263158
4,385938;5,131643;1,830135;3,349395
4,388982;5,112656;1,840754;3,388377
4,390996;5,177646;1,851395;3,427665
4,392734;5,278094;1,864767;3,477355
4,394473;5,327502;1,877879;3,52643
4,091983;5,898524;1,372297;1,883199
4,089446;5,892958;1,393392;1,94154
4,086904;5,792306;1,414194;1,999945
4,084357;5,730525;1,434699;2,05836
4,081806;5,737098;1,454906;2,116751
3,910013;3,294165;-0,075651;0,005723
3,91312;3,457073;-0,036414;0,001326
3,91622;3,232976;0,002986;9,00E-06
3,919308;3,543131;0,032864;0,00108
3,922389;3,289461;0,062627;0,003922
3,89929;3,31634;1,2645;1,598959
3,911273;3,202189;1,299513;1,688734
3,923101;3,241334;1,32651;1,759628
3,934776;3,255069;1,348561;1,818618
3,946301;3,560881;1,367743;1,870722
4,281211;4,836234;1,33769;1,789413
4,28809;4,84781;1,349314;1,820648
4,294898;4,897205;1,360956;1,852201
4,301636;5,061062;1,382537;1,911409
4,308307;5,009181;1,403852;1,9708
4,514122;7,49577;2,185741;4,777464
4,515317;7,487723;2,191535;4,802826
4,516453;7,504959;2,197167;4,827542
4,517349;7,487409;2,202638;4,851613
4,517691;7,550693;2,207952;4,875054
4,512717;7,473824;2,102937;4,422344
4,515673;7,508891;2,110966;4,456176
4,518591;7,554005;2,118785;4,489249
4,521504;7,57684;2,126401;4,521583
4,523934;7,436028;2,133816;4,553171
4,038042;3,751044;0,665745;0,443217
4,050137;3,782058;0,728032;0,53003
4,061976;3,791432;0,790392;0,624719
4,073565;3,607726;0,81498;0,664192
4,0849;3,708653;0,839358;0,704522
4,486364;7,111324;2,417698;5,845263
4,489936;7,151893;2,417698;5,845263
4,493501;7,188564;2,417698;5,845263
4,497063;7,182063;2,417698;5,845263
4,501061;7,242204;2,417698;5,845263
4,357533;5,796064;0,809284;0,654941
4,36429;6,008528;0,846799;0,717069
4,370996;5,988846;0,884011;0,781476
4,377653;5,929161;1,009989;1,020077
4,384263;5,806162;1,107866;1,227367
4,189788;4,250421;1,465725;2,148349
4,195857;4,287772;1,484688;2,2043
4,201817;4,288993;1,503399;2,26021
4,207673;4,261035;1,521856;2,316046
4,213423;4,25888;1,54006;2,371785
4,344718;5,966113;2,099536;4,408051
4,347106;5,946352;2,109816;4,451322
4,34948;6,074187;2,120106;4,494849
4,351838;6,122263;2,127714;4,527166
4,354183;6,109981;2,135121;4,558742
4,249488;5,302733;1,88064;3,536807
4,254666;5,278252;1,898666;3,604932
4,259757;5,334177;1,916759;3,673966
4,264761;5,472561;1,929039;3,72119
4,269682;5,507078;1,941057;3,767702
4,371882;4,358159;1,971532;3,886938
4,377019;4,410914;1,983485;3,934214
4,382212;4,496424;1,995467;3,98189
4,387461;4,560349;2,006158;4,024671
4,392761;4,588504;2,016598;4,066666
4,441042;5,700858;2,260169;5,108364
4,443437;5,732577;2,263777;5,124685
4,446339;5,799532;2,267275;5,140536
4,449921;5,923223;2,270667;5,155929
4,454183;5,973115;2,273955;5,170872
4,465138;6,654889;1,801657;3,245968
4,466502;6,675021;1,817705;3,304051
4,46934;6,700549;1,833412;3,361398
4,472271;6,933569;1,848782;3,417996
4,474168;6,968126;1,863817;3,473812
4,345523;5,041488;1,639338;2,68743
4,34822;5,135404;1,647706;2,714936
4,350904;5,178289;1,656104;2,74268
4,353573;5,283209;1,673419;2,80033
4,356231;5,319575;1,690446;2,857609
4,395139;6,94429;1,799733;3,239037
4,398828;6,7795;1,825937;3,334046
4,402507;6,750023;1,846981;3,41134
4,406175;6,85551;1,859407;3,457395
4,409834;7,015829;1,866873;3,485215
4,359493;4,738301;2,257566;5,096603
4,358946;4,554843;2,261193;5,112994
4,358076;4,625816;2,264715;5,128934
4,356738;4,946125;2,268132;5,144424
4,354926;4,907132;2,271448;5,159478
4,304314;5,360564;2,238493;5,010853
4,298313;6,128368;2,243089;5,031447
4,294974;5,523515;2,247536;5,05142
4,29813;5,539592;2,243904;5,035103
4,309268;5,532456;2,241081;5,022444
4,032287;3,636752;1,127686;1,271675
4,032795;3,351282;1,164434;1,355907
4,033304;3,526487;1,200666;1,4416
4,033814;3,591245;1,233225;1,520843
4,034322;3,569197;1,26586;1,602401
4,36802;5,916256;1,226369;1,503981
4,371512;5,868641;1,258924;1,58489
4,374989;5,811159;1,289555;1,662952
4,378454;5,803205;1,318695;1,738957
4,381905;5,818045;1,34766;1,816188
4,096738;3,499467;0,507372;0,257426
4,105853;3,518663;0,545946;0,298057
4,114881;3,72416;0,584582;0,341736
4,123821;3,743578;0,611867;0,374381
4,132675;3,787151;0,638981;0,408297
4,240971;4,168949;0,868562;0,754399
4,24474;4,148776;0,885114;0,783426
4,248525;4,214647;0,90181;0,813262
4,252331;4,241823;0,917654;0,842089
4,256159;4,265664;0,942718;0,888718
4,477729;6,480178;1,81739;3,302906
4,481416;6,498452;1,83182;3,355563
4,485145;6,625049;1,845968;3,407599
4,486565;6,67252;1,859839;3,459
4,487984;6,665682;1,87343;3,50974
4,21745;5,039067;1,278809;1,635353
4,224125;5,114118;1,28947;1,662732
4,230531;5,383899;1,300167;1,690435
4,236683;5,49089;1,322425;1,748808
4,242595;5,42595;1,344425;1,807478
4,428155;5,59486;2,319423;5,379721
4,43131;5,679534;2,321112;5,387563
4,434581;6,056711;2,32276;5,395215
4,437251;6,268086;2,324356;5,402633
4,438844;6,408455;2,325891;5,409771
4,459868;6,728109;2,182797;4,764601
4,462035;6,777971;2,189136;4,792318
4,465385;6,921658;2,195283;4,819266
4,470046;6,894495;2,201582;4,846962
4,476475;6,948782;2,206928;4,870533
4,510521;7,516172;2,261163;5,112858
4,513343;7,520673;2,26475;5,129094
4,516161;7,520809;2,268229;5,144861
4,519295;7,554031;2,2716;5,160166
4,521906;7,570758;2,274866;5,175017
4,052668;4,690458;1,548137;2,396728
4,058239;4,72465;1,567113;2,455842
4,063786;4,72047;1,585807;2,514783
4,069307;4,787267;1,604218;2,573516
4,074803;4,763549;1,622346;2,632007
4,264234;4,554583;1,697035;2,879927
4,268837;4,589838;1,722309;2,966349
4,273397;4,706896;1,747611;3,054143
4,277914;4,662807;1,762173;3,105253
4,28239;4,67588;1,776494;3,155929
4,110128;3,751023;1,182209;1,397617
4,106454;3,754873;1,213523;1,472638
4,102769;3,528802;1,244886;1,549742
4,099072;3,593961;1,265451;1,601365
4,095362;3,539701;1,285783;1,653238
4,38895;5,587372;1,763842;3,111138
4,389722;5,661786;1,776999;3,157727
4,390494;5,695713;1,790192;3,204786
4,391269;5,739516;1,805089;3,258345
4,392041;5,783594;1,819704;3,311322
4,20646;4,661163;2,068417;4,27835
4,203656;4,670321;2,078058;4,318325
4,204178;4,384104;2,087435;4,357383
4,214019;4,502988;2,096551;4,395524
4,223412;4,538827;2,105413;4,432762
4,214007;3,973615;2,035908;4,14492
4,21366;4,017643;2,046421;4,187839
4,213312;3,828209;2,056655;4,22983
4,212964;3,92622;2,066615;4,270896
4,212616;4,496637;2,076304;4,311039
4,33493;5,190192;2,229841;4,972192
4,336118;5,52985;2,236533;5,002079
4,337303;5,503725;2,24301;5,031095
4,338483;5,488008;2,249279;5,059257
4,339663;5,533812;2,255345;5,086579
4,378488;5,657812;1,984614;3,938694
4,381449;5,581713;1,990513;3,962143
4,384405;5,637069;1,996447;3,985801
4,387355;5,715339;2,007124;4,028545
4,390301;5,811635;2,01755;4,070509
4,331287;5,38068;1,477508;2,183028
4,336231;5,358288;1,513594;2,290967
4,341169;5,405008;1,54979;2,401848
4,346104;5,43953;1,567603;2,457379
4,351032;5,515209;1,585162;2,512737
4,300749;5,243381;1,396942;1,951448
4,305947;5,194306;1,416845;2,007451
4,311077;5,190398;1,436814;2,064434
4,316143;5,376232;1,456778;2,122203
4,321145;5,433818;1,476478;2,179987
4,107856;3,57584;1,047382;1,097009
4,104292;3,581856;1,07299;1,151308
4,100718;3,557007;1,098632;1,206993
4,097136;3,570228;1,122485;1,259973
4,093544;3,604329;1,14611;1,313567
4,106341;3,531647;0,637449;0,406342
4,099231;3,562525;0,659709;0,435216
4,092089;3,562003;0,682021;0,465152
4,084914;3,751122;0,709271;0,503066
4,077702;3,775814;0,73635;0,542212
4,398453;5,131022;2,211819;4,892142
4,39296;5,16319;2,217261;4,916248
4,388384;4,984223;2,222534;4,939657
4,384955;4,74804;2,215189;4,907062
4,383051;4,859588;2,214094;4,902211
4,38856;6,298861;1,988273;3,953229
4,390304;6,576151;1,998184;3,992739
4,392043;6,573165;2,008119;4,032541
4,393777;6,64933;2,018526;4,074446
4,395399;6,742504;2,028686;4,115568
4,504725;8,109532;2,442347;5,965059
4,506524;8,172489;2,442347;5,965059
4,508274;8,188425;2,442347;5,965059
4,509958;8,207214;2,442347;5,965059
4,511649;8,22182;2,442347;5,965059
4,299949;4,82664;1,955387;3,823536
4,299849;4,713872;1,967947;3,872815
4,29975;4,765272;1,980198;3,921186
4,299651;4,639059;1,960569;3,843832
4,299552;4,696363;1,941185;3,768198
4,354003;5,706259;1,626875;2,646722
4,356436;5,633914;1,635702;2,675521
4,358855;5,674951;1,644527;2,704469
4,361264;5,478123;1,662101;2,762578
4,36366;5,705524;1,679384;2,820329
4,174552;3,964938;2,129083;4,532992
4,177742;4,005539;2,12962;4,535281
4,180871;4,062314;2,126708;4,522887
4,183941;4,126529;2,120266;4,495526
4,186956;4,174924;2,119369;4,491724
4,325141;5,39183;2,34643;5,505732
4,329605;5,436082;2,349182;5,518658
4,334053;4,329792;2,351842;5,53116
4,338485;4,440505;2,353136;5,537247
4,342901;4,559957;2,341354;5,481938
4,109043;3,470633;0,348591;0,121516
4,114997;3,279681;0,378382;0,143173
4,120892;3,30652;0,407902;0,166384
4,126731;3,258285;0,436692;0,1907
4,132512;3,501525;0,465092;0,21631
4,090798;6,312199;1,715314;2,942302
4,095677;5,93741;1,73156;2,9983
4,100537;5,949097;1,74752;3,053827
4,105378;5,975361;1,763197;3,108864
4,110205;5,989225;1,778591;3,163388
4,057847;3,864642;1,610413;2,593431
4,048191;3,895212;1,631886;2,663052
4,038462;3,799347;1,653441;2,733868
4,028659;3,713772;1,669321;2,786631
4,018777;4,16301;1,684959;2,839087
4,147171;4,617691;1,320304;1,743203
4,143457;4,661087;1,34963;1,821502
4,13974;4,725031;1,379234;1,902288
4,136019;4,682502;1,399531;1,958688
4,132295;4,870545;1,419577;2,015198
